Price,Close,High,Low,Open,Volume
Ticker,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
Date,,,,,
2021-03-24,88.37174987792969,91.20631671217072,88.03827030438477,90.03914138506043,15196366
2021-03-25,85.87067413330078,88.78860966210226,85.57888185253957,88.37176172941633,22543755
2021-03-26,86.87110137939453,88.16333243689165,86.45425347189149,88.16333243689165,17402475
2021-03-30,89.78903198242188,90.62272775332865,87.20457636472968,88.24669607836313,36129962
2021-03-31,88.8302993774414,90.87285175804014,88.4551324116247,89.78904455980724,23063667
2021-04-01,89.95578002929688,90.66442020243845,89.1637651858845,89.62230042999663,13753303
2021-04-05,88.62187194824219,89.87241573098919,86.49594497333443,89.5389361168044,15666099
2021-04-06,88.41345977783203,90.12253269253434,88.20503578623939,89.83074037642373,17393454
2021-04-07,87.91322326660156,89.49724662540224,87.7464866438202,89.12208604384696,15692013
2021-04-08,87.53807067871094,88.74692720575037,87.28795936110518,88.37176658993675,11394998
2021-04-09,85.70393371582031,88.33007048717442,85.3704541122945,88.33007048717442,19751417
2021-04-12,82.57757568359375,84.6201279519902,81.74387984170222,84.6201279519902,20221362
2021-04-13,83.86979675292969,84.32833199014726,82.74430868773426,83.03610094751171,19192856
2021-04-15,84.49507141113281,85.87067080784337,82.78599876966346,84.37001576405105,13865351
2021-04-16,85.4121322631836,85.78729918996801,83.78642799556698,84.9536033890171,14654851
2021-04-19,82.57757568359375,83.70306379802841,82.24409607471824,83.3695841891529,11652043
2021-04-20,82.57757568359375,84.11991171897418,81.82724815377247,82.70262497140187,16528675
2021-04-22,82.49420166015625,83.16116088315623,80.91018463657177,81.74388048502446,18614270
2021-04-23,85.49551391601562,85.87067451285333,81.70219516756917,81.70219516756917,29484794
2021-04-26,85.37045288085938,86.66267758006478,84.07822182105967,86.66267758006478,24369413
2021-04-27,85.07867431640625,86.32921824250377,84.7868756451739,85.07867431640625,17763436
2021-04-28,86.37089538574219,86.66268768341325,85.16203885513562,85.74562345047775,15160578
2021-04-29,85.91236114501953,87.53806553209195,85.57888152801644,87.20458591508886,11588556
2021-04-30,85.4121322631836,88.07996264258303,85.07865903127858,85.24539564723108,15321193
2021-05-03,86.91279602050781,87.20458830816993,84.24497173246158,84.53676402012368,12186212
2021-05-04,86.49594116210938,88.41344408873603,86.28751720750188,86.95447640648358,12992684
2021-05-05,86.62100219726562,88.07996997030708,85.70393801204422,87.32964241490967,14956169
2021-05-06,85.91236114501953,87.62143384619405,85.57888152801644,87.53806553209195,13547274
2021-05-07,87.57975769042969,87.95491830483792,86.16247083029805,86.70437444268383,13229291
2021-05-10,89.78903198242188,90.03914325793149,88.03827213563645,88.37175171611794,23980945
2021-05-11,93.95752716064453,94.54111811802568,88.95535166615211,90.0391589008635,45613487
2021-05-12,94.4577407836914,97.33398887428253,93.16550969337108,95.20806194777991,62158914
2021-05-14,92.87372589111328,94.99964665086429,91.83160600086424,94.99964665086429,16227312
2021-05-17,92.99877166748047,93.58235619976689,91.66485326123548,92.70697304074291,12832920
2021-05-18,93.4572982788086,95.20805819363844,93.16550601976932,93.87414618046304,14892142
2021-05-19,93.3322525024414,94.33269138852602,92.49855661100166,94.33269138852602,12610425
2021-05-20,93.16551971435547,93.99921564021099,92.4568794494973,93.37394369581935,10303689
2021-05-21,94.08256530761719,94.33267658002417,92.7486533628323,93.62403645566287,12171685
2021-05-24,94.12425994873047,94.9996367489411,93.41561976934253,93.66572470057655,11341268
2021-05-25,94.4577407836914,95.74996551341728,94.24931682464583,94.95795701328188,15289982
2021-05-26,92.62361907958984,95.0413386147148,92.45688243327584,95.0413386147148,17466748
2021-05-27,91.95664978027344,93.08213784422574,91.12295397577628,93.0404505097632,34169451
2021-05-28,90.83116149902344,92.54024055807254,90.33094525461225,91.95665599969192,13383166
2021-05-31,92.12338256835938,92.83202270061258,89.87240653400356,90.83115158085522,14754293
2021-06-01,91.87328338623047,92.91540323571401,91.2896988147576,92.4985552959206,10271211
2021-06-02,92.66529846191406,92.8320350939061,91.7482342647683,91.78991524246891,6492771
2021-06-03,93.20719909667969,93.54067235007321,92.08170460439545,93.04045610938833,12140851
2021-06-04,93.16551971435547,94.20763962167487,92.58193511049464,92.95709573289157,8930671
2021-06-07,97.04219055175781,97.33398280410528,93.37392782920591,93.49898346895313,28407410
2021-06-08,96.87545013427734,98.79295303273693,96.70871351727834,97.95925722655349,43191813
2021-06-09,98.45948028564453,100.87719956383894,96.54198361442423,97.12556817510114,49807823
2021-06-10,98.79296875,99.96014433646504,97.79253616765581,99.50160902587673,22144392
2021-06-11,99.04307556152344,99.66834748713762,98.00095568549982,99.12644387948635,13871562
2021-06-14,98.54285430908203,99.1264452641643,96.917149824014,99.04307694503684,14179055
2021-06-15,98.2093734741211,99.16811861119186,98.04263048810412,98.54284672496594,8148417
2021-06-16,99.87676239013672,100.54371523385288,97.41735588976172,98.20937073995476,21585917
2021-06-17,97.87588500976562,100.54370893878587,97.50071809560735,98.5428378117237,14466025
2021-06-18,94.66616821289062,98.50116792778888,94.12426462738883,97.87589602773173,43927941
2021-06-21,98.37611389160156,98.75127449356043,94.24932182767483,94.41605845952438,34597018
2021-06-22,98.62622833251953,99.12644460455074,97.50073376970559,98.79296496966494,16712010
2021-06-23,97.75083923339844,99.08475133248155,97.50072793206022,99.08475133248155,12590251
2021-06-24,98.37611389160156,98.79296183182021,96.45861082235785,97.7091546430138,14046692
2021-06-25,96.75039672851562,99.29316501265083,96.45859812031192,99.29316501265083,12768348
2021-06-28,96.83377838134766,98.25105884258272,96.70872272639284,97.45905029552692,10709748
2021-06-29,98.04264068603516,98.83465564065968,96.20851217323293,96.91715244587947,33488455
2021-06-30,97.04219055175781,98.75126309298953,96.83376660571048,98.25104689459474,16739618
2021-07-01,97.8342056274414,98.20937257208784,96.45860621826009,97.37567673144396,12479506
2021-07-02,97.95926666259766,99.25149783089539,97.54241871935255,98.0009540011601,17215972
2021-07-05,98.87632751464844,99.29317544376634,97.75083937814901,98.29274295812122,16409169
2021-07-06,98.08431243896484,99.16811316588839,97.5840962295698,98.45947300586256,14979094
2021-07-07,97.9175796508789,98.54285156783368,97.41736338943406,97.58410638364558,14545289
2021-07-08,97.9175796508789,98.95969951247018,97.70915567856065,97.83421133407057,12037089
2021-07-09,98.2093734741211,98.70958971098291,96.91714236501639,97.5424142512423,9585144
2021-07-12,98.25105285644531,99.00138037986422,97.66746831633863,98.37610850378087,7651672
2021-07-13,99.96013641357422,101.71089647420804,98.4594812984054,98.50116863628025,30663035
2021-07-14,100.66877746582031,100.83551409750922,99.87676892440581,100.0018182178751,9539611
2021-07-15,100.29361724853516,101.04393845460517,99.3765466889477,100.66877785157017,11278872
2021-07-16,99.29318237304688,100.71046924731141,98.62622945627098,100.16856562952188,17198632
2021-07-19,101.21067810058594,101.58583869121473,98.79295884821533,99.29317508925193,14364285
2021-07-20,98.75127410888672,101.7108970171482,98.54285013958929,101.7108970171482,11360716
2021-07-22,99.37654876708984,99.79339671722124,98.83465152039496,99.00138815620954,9520328
2021-07-23,98.79296875,100.12688097999066,98.62623210647438,99.54329636705576,10442400
2021-07-26,99.50159454345703,100.04349809693429,98.41779379709683,98.54284308124255,5370055
2021-07-27,99.08474731445312,99.7100191818484,98.54284375725834,99.4599142512469,5280342
2021-07-28,97.37567138671875,99.66833482265045,96.54197559183449,99.66833482265045,11010096
2021-07-29,97.33399200439453,98.58453579888354,96.08344820990553,98.1260005299997,11897018
2021-07-30,98.54285430908203,100.00182215589514,96.917149824014,97.50073441850124,14546264
2021-08-02,98.16768646240234,99.00138231346308,97.54241457410679,98.87632666368506,11742555
2021-08-03,98.08431243896484,98.79295259899065,97.1255609939444,98.79295259899065,21122697
2021-08-04,98.25105285644531,99.08474869122311,97.16725208759082,98.41779583975753,9432176
2021-08-05,97.12556457519531,98.20937170267561,96.66702932266263,97.584099827728,11045322
2021-08-06,98.08431243896484,98.95968921525761,97.08387365958056,97.1255609939444,8434733
2021-08-09,97.29230499267578,99.29317634267468,97.16725570128402,98.79296009532364,7816050
2021-08-10,95.33311462402344,97.70914641096891,94.74953010112253,97.45904148426607,9774255
2021-08-11,97.50072479248047,97.79252342151052,95.49985988858214,95.62490917462998,8056886
2021-08-12,99.33485412597656,99.54327807237576,97.12555902202625,97.50071958130718,8640167
2021-08-13,98.58453369140625,99.58496616137299,97.70915050973947,99.58496616137299,9744939
2021-08-16,99.08474731445312,99.5432825614474,98.45947544705784,98.58453109265577,8768804
2021-08-17,97.87588500976562,99.62664486072228,96.87544626593755,99.50158922266952,8758578
2021-08-18,97.1672592163086,99.12644329965393,96.79209224677763,97.87589945574052,9357721
2021-08-20,95.16639709472656,97.54242935825731,94.58280609417454,96.95884471830082,11684504
2021-08-23,94.5411148071289,96.50029886840741,93.54067592690947,96.29187489676939,6271685
2021-08-24,94.99964141845703,96.9588317926926,94.7495364749296,95.20806538502723,11791078
2021-08-25,95.04133605957031,96.0834559725042,94.87459941773896,95.62492066657522,9491958
2021-08-26,93.99921417236328,95.4581820198279,93.33225489785573,95.12470238257413,11668986
2021-08-27,94.5411148071289,95.12469938347746,93.45730761037322,93.95752387018553,8095717
2021-08-30,95.83333587646484,96.29187114041895,94.41605546885235,94.41605546885235,9915170
2021-08-31,96.66703033447266,97.00050994338746,95.62491053198548,96.08344578931764,11386659
2021-09-01,96.20850372314453,97.29230452711992,95.66660014085952,96.70871996810199,7508413
2021-09-02,97.12556457519531,97.29230119761023,95.8750208253001,95.95838913650755,5700524
2021-09-03,97.54241943359375,98.29274700904806,97.12557148729634,97.54241943359375,9364904
2021-09-06,97.08387756347656,98.08431638309006,96.62534867000718,98.08431638309006,7005043
2021-09-07,96.58366394042969,97.45904713614078,96.08344769742104,97.29230414807482,7723357
2021-09-08,97.74061584472656,98.21196077988778,96.32656796249235,97.56921233690635,10508654
2021-09-09,98.16912078857422,98.3405177684631,97.2692702982184,97.65491677215623,5757417
2021-09-13,98.55476379394531,98.98326276696245,97.82631684749123,98.25481582050838,6322443
2021-09-14,99.32605743408203,99.5403069080389,98.38336105634679,98.76900749411914,7369292
2021-09-15,106.43914031982422,106.99619028215197,99.41175990724818,99.41175990724818,48721413
2021-09-16,106.26773834228516,107.72463213969228,105.41074045242802,106.69623728721372,17684303
2021-09-17,106.05349731445312,106.86764275929468,104.16810442199085,106.39629780536687,15763396
2021-09-20,107.90018463134766,108.99941229348099,107.10874608193421,107.7243108890676,7431359
2021-09-21,109.13130950927734,110.27450884166066,107.37254543431992,107.54842586730717,8629222
2021-09-22,109.3951416015625,111.68153386644646,109.04338739716033,109.57101534918687,11698183
2021-09-23,110.97803497314453,111.68154344226924,109.61499653930214,109.74690521590728,11053966
2021-09-24,109.26322937011719,111.4177128993878,108.99941204813771,111.24183915750362,8598140
2021-09-27,111.54962158203125,112.38503862902627,109.48307492330157,110.18658330928126,8490460
2021-09-28,116.03446960449219,117.52941654485409,111.98931314014241,112.12122180173981,35900138
2021-09-29,123.68510437011719,126.85088574209576,114.84732375843376,115.55081880259979,75859390
2021-09-30,124.74037170410156,125.92752963517304,122.32207062954294,124.65242811588547,34614825
2021-10-01,123.02557373046875,126.93883555149993,121.09093542760334,123.94892779406383,22452069
2021-10-04,127.99407196044922,131.33572674477554,123.55318951143047,126.14736411644334,58612212
2021-10-05,127.8621597290039,130.01665673934397,126.80690382865156,127.99407510298968,24390676
2021-10-06,126.01548767089844,129.53301690990014,125.57579651602322,128.78553657928862,14421296
2021-10-07,125.57577514648438,128.0820062517961,125.09211227476591,126.80690480330695,10035682
2021-10-08,124.0808334350586,126.54309285342227,123.37732499339435,126.23531713528054,10686586
2021-10-11,127.33452606201172,129.0493184100342,124.38859076846389,124.8722535892665,17449923
2021-10-12,127.11468505859375,128.60963194281487,126.45514848452804,128.38978641812628,16030831
2021-10-13,128.6975860595703,129.48902464594084,127.24659742681493,127.95010584709266,19100941
2021-10-14,131.37969970703125,132.4349691169736,129.13728575667355,129.70887883846905,29263867
2021-10-18,131.51162719726562,133.4022937972054,130.76414686614012,133.00657444120745,25346029
2021-10-19,131.59954833984375,133.75404558690306,130.2365165870456,132.74274794845908,20234486
2021-10-20,128.609619140625,132.47889462266212,127.77420891362887,132.47889462266212,16129487
2021-10-21,130.06063842773438,130.6322449808618,128.30187380575927,129.8847646491987,20818539
2021-10-22,127.42247009277344,130.2365037499332,126.6310315131391,130.01665820911177,11379569
2021-10-25,126.54309844970703,128.60965207255506,125.88356177241188,127.24660692248348,14079380
2021-10-26,125.9275131225586,128.0819965682636,125.26797655234445,127.77422088648053,16224116
2021-10-27,124.2567138671875,127.11470616263308,123.86099454071052,126.63104324435757,15072448
2021-10-28,120.78314208984375,124.74036171307888,119.85978816076091,124.25669885324439,19999659
2021-10-29,116.65001678466797,120.38739027992582,113.04455864022538,115.19904185383079,29217522
2021-11-01,118.10103607177734,118.98041830102616,115.11112844134661,117.13371025228047,10043407
2021-11-02,120.16757202148438,123.81701619514394,118.71659676171967,118.71659676171967,21525811
2021-11-03,120.25550079345703,122.19013870756994,119.20024496924142,121.31075661767264,9808728
2021-11-04,120.60726165771484,121.61855922440316,120.43138790386259,121.61855922440316,1026849
2021-11-08,123.37731170654297,123.64112902104426,120.07962882104185,121.97029497474009,12765483
2021-11-09,121.79441833496094,124.34462100497718,121.39869908179368,123.7730280191029,9556650
2021-11-10,120.82710266113281,121.5745828597815,120.2555096280298,121.53061106839507,5479056
2021-11-11,120.16757202148438,121.13489780686582,118.14500370018993,120.91505225730708,11418813
2021-11-12,119.99169158935547,121.53061035064371,118.40880103694052,121.53061035064371,9306659
2021-11-15,120.60726165771484,121.04695275149916,119.59597750933384,120.73917703683452,3991733
2021-11-16,118.10103607177734,121.1788738741482,117.83721871934111,121.09093028390014,5762128
2021-11-17,119.99169158935547,121.35473660444353,117.83720800721329,117.83720800721329,15264066
2021-11-18,118.98040771484375,121.0029893458201,118.49674484812881,120.12360719481359,9942974
2021-11-22,114.45158386230469,120.3874134996461,114.05586457014333,118.71659274682837,15990636
2021-11-23,117.39753723144531,117.6173828067851,112.6928365518503,114.36367097541809,11510010
2021-11-24,119.02438354492188,120.73917611391147,117.44149293573639,118.27690332387931,7570759
2021-11-25,118.8924789428711,120.21155233369802,116.34227575459576,119.15629630469817,13919886
2021-11-26,113.30838775634766,117.88117194442054,112.56090761191496,117.13369179998783,13323593
2021-11-29,111.24185180664062,113.74809652296716,109.96675026010752,112.38505138633883,16077669
2021-11-30,111.90138244628906,113.83602055934146,109.65895520280021,112.38504532912896,22883512
2021-12-01,112.2970962524414,116.91385247338533,110.67024064022516,114.31967785194482,17010938
2021-12-02,113.17647552490234,114.58349227632506,111.32977442510139,112.29709340983969,12916313
2021-12-03,111.6815414428711,114.53953364514929,111.15391345505051,113.17648852655506,12827354
2021-12-06,109.35118103027344,112.2091733319167,109.04339858577345,111.68154532575184,8158812
2021-12-07,110.23056030273438,111.15391432047487,109.04339564360654,110.0107147470013,8701301
2021-12-08,111.90138244628906,112.25313666024957,109.79086387167962,109.79086387167962,12093435
2021-12-09,110.84611511230469,112.25312511427283,110.49436093452442,111.90137093649257,11518172
2021-12-10,110.9340591430664,111.41771529823774,109.39514038641035,110.89008735207204,8389566
2021-12-13,110.62627410888672,113.08854674477875,110.36245678748642,112.20915790982887,13223189
2021-12-14,111.10994720458984,112.07726634871914,109.9227824954696,109.9227824954696,11649242
2021-12-15,111.41771697998047,112.95663575986502,110.7142152775253,110.93406081750881,11916145
2021-12-16,112.03329467773438,112.73679641887257,111.0220037963723,112.16520335080835,10758513
2021-12-17,110.40643310546875,112.29709938614985,109.13132494527639,112.03328876308325,13041775
2021-12-20,107.06477355957031,110.31848473357155,104.73440958995437,109.48307439972487,14185935
2021-12-21,107.46049499511719,109.65895034861101,106.27333044606118,108.64766625332649,10168470
2021-12-22,107.76828002929688,108.95544453337901,106.97683479019109,108.20797108333863,7885198
2021-12-23,109.52703857421875,110.27451198555539,107.98811996475688,108.25193055803015,9836979
2021-12-24,106.62508392333984,109.92276693127819,106.31730151776291,109.74689318784944,8509575
2021-12-27,107.15271759033203,107.41653492873003,106.05348986226306,106.62508962268966,5097217
2021-12-28,109.13130950927734,109.5710005280167,107.24063678686761,107.28460857240256,6511374
2021-12-29,108.2959213256836,109.70293153053706,107.46050419434751,109.57102285620464,8960770
2021-12-30,111.59359741210938,112.42900778019555,107.50446902751433,108.38385118724861,32394253
2021-12-31,109.3951416015625,111.50566011882209,109.04338739716033,111.50566011882209,9155163
2022-01-03,110.8021469116211,111.28580976037276,109.65894747410978,110.27451898244401,9034081
2022-01-04,116.86988830566406,117.22164923452056,111.46169317570433,111.68153872437435,33986738
2022-01-05,116.07843780517578,116.82591796139516,114.93523838555451,116.606072435249,16122852
2022-01-06,115.11111450195312,116.38622931460009,113.70411115652101,116.38622931460009,8037648
2022-01-07,115.5068588256836,116.25432565433056,113.83602457316961,115.4628870314555,8820039
2022-01-10,115.94654846191406,116.3422677683365,114.97922267438591,116.03447863094821,7324926
2022-01-11,116.3422622680664,117.83720925404592,115.19906277820907,116.21034689329045,11971883
2022-01-12,117.70531463623047,118.01309035994974,116.38624131607088,117.2656235295106,10439580
2022-01-13,118.67261505126953,120.16756197968223,117.39751365404418,118.18895219899609,15114699
2022-01-14,119.02438354492188,119.72787855495346,117.22164739052472,118.18895973847175,9344382
2022-01-17,120.12360382080078,120.78314041553071,118.23292419825782,118.40879793985786,9803141
2022-01-18,118.71659088134766,121.13489180670844,118.18895622121894,120.12360769615302,6473378
2022-01-19,118.54071807861328,118.98040915945508,116.91385571217582,117.92515324909613,21136414
2022-01-20,118.62865447998047,119.90376941609868,117.9691178240466,118.27690696413879,8466412
2022-01-21,117.92515563964844,119.68391999866896,116.5621105777461,117.88118384701148,12437749
2022-01-24,116.60608673095703,118.93644422648185,115.19906982380128,116.95783424859214,14284658
2022-01-25,118.98040771484375,119.28818341671199,115.24303357306604,115.37493552839432,10007486
2022-01-27,118.71659088134766,119.5959730360243,117.08972852787313,118.01308247394498,18760325
2022-01-28,123.24540710449219,126.63103386329911,121.35474078566163,123.11350514487413,34009553
2022-01-31,124.9162368774414,126.10339472692625,121.8383993577073,124.8722650863553,27928927
2022-02-01,124.1247787475586,126.76292506243385,123.5092139577489,126.6310231140125,17413984
2022-02-02,124.1247787475586,125.53179548281447,123.77303127289764,124.87225890409566,10783943
2022-02-03,123.67228698730469,125.43710572179657,123.3555349190628,124.44156765668092,9571728
2022-02-04,121.45494842529297,124.39629411350815,121.18343683060398,123.98903362630134,7213085
2022-02-07,122.31472778320312,123.40077419880245,121.45495254556518,121.45495254556518,10562489
2022-02-08,122.1789779663086,122.76724159561822,120.18791590212172,122.58623846426555,8721631
2022-02-09,122.22425079345703,122.72201983763432,121.13821803048756,122.45050819447799,5144026
2022-02-10,123.49126434326172,123.85328440510412,121.54545657085215,122.31472330916726,6081460
2022-02-11,124.12479400634766,124.62256300773622,121.68121704730471,121.68121704730471,8426925
2022-02-14,119.9164047241211,123.49126836717357,119.28288685732065,121.90746679534556,7705072
2022-02-15,122.4957504272461,122.90301094722523,118.24210065735106,119.55440450234029,12674466
2022-02-16,120.54993438720703,123.71753784082553,120.23318232763826,122.08848187417642,12946623
2022-02-17,120.14266967773438,122.0884776364121,119.87115805777466,121.72647134956891,5811964
2022-02-18,119.78065490722656,121.36445646688573,119.37338060130557,120.14266116843005,6760078
2022-02-21,119.41863250732422,121.40969452441863,118.69460618938442,119.82589299564867,12212740
2022-02-22,119.55441284179688,119.9164191493289,115.75328446926115,118.60412902245601,13578566
2022-02-23,117.8348388671875,120.77618476038745,117.5180868260201,119.46389473919834,9263264
2022-02-24,112.5856704711914,116.74880476398033,111.90689835047058,114.93874577539148,18045779
2022-02-25,117.97059631347656,118.55885994199905,113.12868315076246,113.12868315076246,10424521
2022-02-28,120.82144927978516,121.22870983003311,116.56781300340172,116.70356191693254,13262687
2022-03-02,118.51361846923828,122.17899095996837,118.06110368790507,120.18792868403327,12587947
2022-03-03,119.55441284179688,120.77619448695904,117.88010259773652,119.55441284179688,15628119
2022-03-04,117.8348388671875,120.68569009562005,117.42757835159837,119.46389473919834,15883138
2022-03-07,117.6990966796875,118.10635721850996,114.8482521934476,116.74881288266502,14985637
2022-03-08,121.04768371582031,122.90299677021767,118.10633813020226,118.10633813020226,28572640
2022-03-09,119.0113754272461,121.22869486909292,118.64936916273575,121.22869486909292,14286413
2022-03-10,120.32366180419922,122.17897492611912,119.41863236030204,120.2784075700737,13101323
2022-03-11,119.41863250732422,120.73092244066007,119.01137201899977,120.27840771815437,8669803
2022-03-14,119.59963989257812,120.27841200050344,118.33260414831244,119.41863675906215,5670284
2022-03-15,118.6041259765625,120.32367660766269,118.24210586867214,118.83038336537331,6895190
2022-03-16,120.14266967773438,120.36892705942503,119.0566370075502,119.82590381950561,5561866
2022-03-17,120.27842712402344,121.5454768372588,119.37339753299345,120.82145040250369,13995384
2022-03-21,120.27842712402344,120.73094191953844,119.19239437671858,120.27842712402344,9172207
2022-03-22,120.23318481445312,121.40971221669318,119.23764675600572,120.6404453621251,10343712
2022-03-23,120.77616882324219,121.04768040102546,119.64488209052232,120.27839989891494,11892811
2022-03-24,122.54097747802734,122.81248906492519,120.68567822180678,120.82142711042923,11276181
2022-03-25,121.95272827148438,123.2197640803133,121.45495927171066,123.08401517567255,7266868
2022-03-28,121.99797058105469,122.63148842352602,121.09294114619472,122.63148842352602,7778682
2022-03-29,121.5907211303711,122.45049640957293,121.18344680000567,122.17898479254748,5116935
2022-03-30,122.45049285888672,123.03875650400528,120.77618277715835,122.17898124973426,24047012
2022-03-31,122.1789779663086,122.72200117002035,121.54546010174737,121.54546010174737,11615450
2022-04-01,129.37396240234375,129.82647714583544,123.80803658125757,124.8940692037068,32589741
2022-04-04,130.59576416015625,132.134311601808,128.06167870997146,128.37844456986508,15437496
2022-04-05,134.93991088867188,136.29745520823738,131.00302683806999,131.59129051935304,23958626
2022-04-06,138.46951293945312,140.55108354295743,134.21587706860336,136.07119029802362,52737388
2022-04-07,138.92202758789062,142.99466031848024,137.74548648156724,138.42425860333216,37738903
2022-04-08,137.60975646972656,140.18908260068542,136.84047576893795,140.18908260068542,17585569
2022-04-11,138.56002807617188,139.91757238595937,137.42874115134896,137.97175058947104,15583159
2022-04-12,138.1074981689453,139.01252760960773,136.5236966477861,138.19799282721957,11306524
2022-04-13,139.32928466796875,141.3656009831183,138.24325206181976,138.51476366577046,19454061
2022-04-18,147.70082092285156,148.1985899410732,139.82706653982174,140.18907283871653,82098517
2022-04-19,145.3929901123047,150.5516695392763,144.3522116649149,149.23936565823502,38522118
2022-04-20,145.25723266601562,147.70080951902713,143.89968843549212,146.75052579572986,20047692
2022-04-21,147.24830627441406,147.88182420286682,145.121495099633,146.2527820467469,21966151
